Distance (ft),Side facing RX,Date,Time,Frequency (MHz),Signal Strength (dBm)
1,Rside,2018-07-22,16:55:20.942114,2462,-29
1,Rside,2018-07-22,16:55:20.942142,2462,-29
1,Rside,2018-07-22,16:55:20.952640,2462,-29
1,Rside,2018-07-22,16:55:20.952664,2462,-29
1,Rside,2018-07-22,16:55:20.952691,2462,-29
1,Rside,2018-07-22,16:55:20.966804,2462,-29
1,Rside,2018-07-22,16:55:20.973152,2462,-27
1,Rside,2018-07-22,16:55:20.975310,2462,-27
1,Rside,2018-07-22,16:55:20.980558,2462,-27
1,Rside,2018-07-22,16:55:20.982588,2462,-29
1,Rside,2018-07-22,16:55:20.985862,2462,-27
1,Rside,2018-07-22,16:55:20.989492,2462,-33
1,Rside,2018-07-22,16:55:20.992732,2462,-29
1,Rside,2018-07-22,16:55:20.993600,2462,-29
1,Rside,2018-07-22,16:55:21.008999,2462,-29
1,Rside,2018-07-22,16:55:21.009048,2462,-29
1,Rside,2018-07-22,16:55:21.009072,2462,-29
1,Rside,2018-07-22,16:55:21.009091,2462,-29
1,Rside,2018-07-22,16:55:21.009418,2462,-31
1,Rside,2018-07-22,16:55:21.028513,2462,-29
1,Rside,2018-07-22,16:55:21.047356,2462,-29
1,Rside,2018-07-22,16:55:22.168467,2462,-29
1,Rside,2018-07-22,16:55:22.262102,2462,-29
1,Rside,2018-07-22,16:55:22.673838,2462,-29
1,Rside,2018-07-22,16:55:22.674138,2462,-29
1,Rside,2018-07-22,16:55:22.674161,2462,-29
1,Rside,2018-07-22,16:55:22.769089,2462,-29
1,Rside,2018-07-22,16:55:22.770287,2462,-29
1,Rside,2018-07-22,16:55:24.216002,2462,-29
1,Rside,2018-07-22,16:55:25.536165,2462,-29
1,Rside,2018-07-22,16:55:25.965549,2462,-29
1,Rside,2018-07-22,16:55:26.117313,2462,-29
1,Rside,2018-07-22,16:55:26.771513,2462,-31
1,Rside,2018-07-22,16:55:26.782256,2462,-31
1,Rside,2018-07-22,16:55:26.822934,2462,-29
1,Rside,2018-07-22,16:55:26.823577,2462,-31
1,Rside,2018-07-22,16:55:26.823653,2462,-31
1,Rside,2018-07-22,16:55:27.395693,2462,-31
1,Rside,2018-07-22,16:55:27.688698,2462,-29
1,Rside,2018-07-22,16:55:27.748363,2462,-29
1,Rside,2018-07-22,16:55:27.750897,2462,-31
1,Rside,2018-07-22,16:55:27.750920,2462,-31
1,Rside,2018-07-22,16:55:27.750941,2462,-31
1,Rside,2018-07-22,16:55:27.750970,2462,-31
1,Rside,2018-07-22,16:55:27.751896,2462,-31
1,Rside,2018-07-22,16:55:27.751919,2462,-31
1,Rside,2018-07-22,16:55:27.751975,2462,-31
1,Rside,2018-07-22,16:55:27.751997,2462,-31
1,Rside,2018-07-22,16:55:27.752016,2462,-31
1,Rside,2018-07-22,16:55:27.758849,2462,-31
1,Rside,2018-07-22,16:55:27.758896,2462,-31
1,Rside,2018-07-22,16:55:27.758919,2462,-31
1,Rside,2018-07-22,16:55:27.758961,2462,-31
1,Rside,2018-07-22,16:55:27.758982,2462,-31
1,Rside,2018-07-22,16:55:27.759031,2462,-31
1,Rside,2018-07-22,16:55:27.759053,2462,-31
1,Rside,2018-07-22,16:55:27.761396,2462,-29
1,Rside,2018-07-22,16:55:27.761418,2462,-29
1,Rside,2018-07-22,16:55:27.761447,2462,-29
1,Rside,2018-07-22,16:55:27.762018,2462,-29
1,Rside,2018-07-22,16:55:27.764372,2462,-29
1,Rside,2018-07-22,16:55:27.766752,2462,-31
1,Rside,2018-07-22,16:55:27.788517,2462,-31
1,Rside,2018-07-22,16:55:27.788556,2462,-31
1,Rside,2018-07-22,16:55:27.788579,2462,-31
1,Rside,2018-07-22,16:55:27.788622,2462,-31
1,Rside,2018-07-22,16:55:27.790380,2462,-29
1,Rside,2018-07-22,16:55:27.791643,2462,-29
1,Rside,2018-07-22,16:55:27.791665,2462,-29
1,Rside,2018-07-22,16:55:27.799586,2462,-31
1,Rside,2018-07-22,16:55:27.799610,2462,-31
1,Rside,2018-07-22,16:55:27.802341,2462,-31
1,Rside,2018-07-22,16:55:27.802362,2462,-31
1,Rside,2018-07-22,16:55:27.802381,2462,-31
1,Rside,2018-07-22,16:55:27.804903,2462,-31
1,Rside,2018-07-22,16:55:27.805307,2462,-31
1,Rside,2018-07-22,16:55:27.805750,2462,-31
1,Rside,2018-07-22,16:55:27.807854,2462,-29
1,Rside,2018-07-22,16:55:27.814611,2462,-31
1,Rside,2018-07-22,16:55:27.814666,2462,-31
1,Rside,2018-07-22,16:55:27.818355,2462,-29
1,Rside,2018-07-22,16:55:27.818411,2462,-29
1,Rside,2018-07-22,16:55:27.818433,2462,-29
1,Rside,2018-07-22,16:55:27.824742,2462,-31
1,Rside,2018-07-22,16:55:27.831500,2462,-31
1,Rside,2018-07-22,16:55:27.831531,2462,-31
1,Rside,2018-07-22,16:55:27.831551,2462,-31
1,Rside,2018-07-22,16:55:27.831576,2462,-31
1,Rside,2018-07-22,16:55:27.831600,2462,-31
1,Rside,2018-07-22,16:55:27.831626,2462,-31
1,Rside,2018-07-22,16:55:27.831646,2462,-31
1,Rside,2018-07-22,16:55:27.831671,2462,-31
1,Rside,2018-07-22,16:55:27.831695,2462,-31
1,Rside,2018-07-22,16:55:27.831727,2462,-31
1,Rside,2018-07-22,16:55:27.831753,2462,-31
1,Rside,2018-07-22,16:55:27.831772,2462,-31
1,Rside,2018-07-22,16:55:27.836939,2462,-29
1,Rside,2018-07-22,16:55:27.836971,2462,-29
1,Rside,2018-07-22,16:55:27.836991,2462,-29
1,Rside,2018-07-22,16:55:27.837011,2462,-29
1,Rside,2018-07-22,16:55:27.847316,2462,-31
1,Rside,2018-07-22,16:55:27.851394,2462,-31
1,Rside,2018-07-22,16:55:27.852520,2462,-31
1,Rside,2018-07-22,16:55:27.853520,2462,-31
1,Rside,2018-07-22,16:55:27.863684,2462,-29
1,Rside,2018-07-22,16:55:27.863713,2462,-29
1,Rside,2018-07-22,16:55:27.863733,2462,-29
1,Rside,2018-07-22,16:55:27.863787,2462,-29
1,Rside,2018-07-22,16:55:27.863810,2462,-29
1,Rside,2018-07-22,16:55:27.863830,2462,-29
1,Rside,2018-07-22,16:55:27.863857,2462,-29
1,Rside,2018-07-22,16:55:27.863881,2462,-29
1,Rside,2018-07-22,16:55:27.863906,2462,-29
2,screen,2018-07-22,16:55:49.308462,2462,-23
2,screen,2018-07-22,16:55:50.942451,2462,-23
2,screen,2018-07-22,16:55:51.058645,2462,-23
2,screen,2018-07-22,16:55:51.076949,2462,-23
2,screen,2018-07-22,16:55:52.171851,2462,-25
2,screen,2018-07-22,16:55:52.238624,2462,-23
2,screen,2018-07-22,16:55:52.265300,2462,-23
2,screen,2018-07-22,16:55:52.674040,2462,-23
2,screen,2018-07-22,16:55:52.774553,2462,-23
2,screen,2018-07-22,16:55:52.775615,2462,-23
2,screen,2018-07-22,16:55:54.219079,2462,-25
2,screen,2018-07-22,16:55:54.250131,2462,-25
2,screen,2018-07-22,16:55:55.277197,2462,-25
2,screen,2018-07-22,16:55:55.280702,2462,-25
2,screen,2018-07-22,16:55:55.280796,2462,-25
2,screen,2018-07-22,16:55:55.289782,2462,-25
2,screen,2018-07-22,16:55:55.294715,2462,-25
2,screen,2018-07-22,16:55:55.296582,2462,-25
2,screen,2018-07-22,16:55:55.297872,2462,-25
2,screen,2018-07-22,16:55:55.299881,2462,-23
2,screen,2018-07-22,16:55:55.343703,2462,-25
2,screen,2018-07-22,16:55:55.353839,2462,-25
2,screen,2018-07-22,16:55:55.354787,2462,-25
2,screen,2018-07-22,16:55:56.164803,2462,-33
2,screen,2018-07-22,16:55:57.392954,2462,-31
2,screen,2018-07-22,16:55:57.693291,2462,-25
2,screen,2018-07-22,16:55:58.206125,2462,-25
2,screen,2018-07-22,16:55:58.267012,2462,-23
2,screen,2018-07-22,16:55:58.267175,2462,-25
2,screen,2018-07-22,16:55:58.269643,2462,-23
2,screen,2018-07-22,16:56:04.152997,2462,-25
2,screen,2018-07-22,16:56:04.245695,2462,-25
2,screen,2018-07-22,16:56:05.302215,2462,-25
2,screen,2018-07-22,16:56:06.199772,2462,-25
2,back,2018-07-22,16:56:22.900950,2462,-33
2,back,2018-07-22,16:56:22.901272,2462,-31
2,back,2018-07-22,16:56:22.901320,2462,-31
2,back,2018-07-22,16:56:22.901348,2462,-31
2,back,2018-07-22,16:56:22.905621,2462,-31
2,back,2018-07-22,16:56:22.912208,2462,-31
2,back,2018-07-22,16:56:22.913045,2462,-33
2,back,2018-07-22,16:56:22.914109,2462,-33
2,back,2018-07-22,16:56:22.915571,2462,-33
2,back,2018-07-22,16:56:22.916036,2462,-31
2,back,2018-07-22,16:56:22.917783,2462,-33
2,back,2018-07-22,16:56:22.923807,2462,-31
2,back,2018-07-22,16:56:22.925668,2462,-31
2,back,2018-07-22,16:56:22.925701,2462,-31
2,back,2018-07-22,16:56:22.925723,2462,-31
2,back,2018-07-22,16:56:22.926102,2462,-31
2,back,2018-07-22,16:56:22.926380,2462,-33
2,back,2018-07-22,16:56:22.927270,2462,-33
2,back,2018-07-22,16:56:22.929555,2462,-33
2,back,2018-07-22,16:56:22.930163,2462,-31
2,back,2018-07-22,16:56:22.930859,2462,-33
2,back,2018-07-22,16:56:22.933370,2462,-33
2,back,2018-07-22,16:56:22.958651,2462,-33
2,back,2018-07-22,16:56:22.960458,2462,-33
2,back,2018-07-22,16:56:22.960755,2462,-33
2,back,2018-07-22,16:56:22.980620,2462,-33
2,back,2018-07-22,16:56:22.981612,2462,-33
2,back,2018-07-22,16:56:22.985744,2462,-33
2,back,2018-07-22,16:56:22.993156,2462,-33
2,back,2018-07-22,16:56:23.025908,2462,-33
2,back,2018-07-22,16:56:23.026465,2462,-33
2,back,2018-07-22,16:56:23.043589,2462,-33
2,back,2018-07-22,16:56:23.044870,2462,-33
2,back,2018-07-22,16:56:23.047665,2462,-33
2,back,2018-07-22,16:56:23.048471,2462,-33
2,back,2018-07-22,16:56:23.050661,2462,-33
2,back,2018-07-22,16:56:23.284077,2462,-33
2,back,2018-07-22,16:56:23.287772,2462,-33
2,back,2018-07-22,16:56:23.338922,2462,-33
2,back,2018-07-22,16:56:24.223787,2462,-33
2,back,2018-07-22,16:56:24.260892,2462,-33
2,back,2018-07-22,16:56:24.282341,2462,-33
2,back,2018-07-22,16:56:26.167163,2462,-33
2,back,2018-07-22,16:56:27.397022,2462,-33
2,back,2018-07-22,16:56:27.696160,2462,-33
2,back,2018-07-22,16:56:28.216630,2462,-33
2,back,2018-07-22,16:56:28.240495,2462,-33
2,back,2018-07-22,16:56:28.259861,2462,-33
2,back,2018-07-22,16:56:30.156326,2462,-33
2,back,2018-07-22,16:56:30.262719,2462,-33
2,back,2018-07-22,16:56:32.209684,2462,-33
2,back,2018-07-22,16:56:32.282296,2462,-31
2,back,2018-07-22,16:56:32.283072,2462,-33
2,back,2018-07-22,16:56:32.676805,2462,-33
2,back,2018-07-22,16:56:32.678096,2462,-33
2,back,2018-07-22,16:56:32.678152,2462,-33
2,back,2018-07-22,16:56:32.684685,2462,-29
2,back,2018-07-22,16:56:32.709741,2462,-33
2,back,2018-07-22,16:56:32.710724,2462,-33
2,Lside,2018-07-22,16:56:52.178101,2462,-37
2,Lside,2018-07-22,16:56:52.235624,2462,-37
2,Lside,2018-07-22,16:56:52.684968,2462,-35
2,Lside,2018-07-22,16:56:52.685202,2462,-35
2,Lside,2018-07-22,16:56:52.685225,2462,-35
2,Lside,2018-07-22,16:56:52.685247,2462,-35
2,Lside,2018-07-22,16:56:52.686457,2462,-37
2,Lside,2018-07-22,16:56:52.686479,2462,-37
2,Lside,2018-07-22,16:56:52.692798,2462,-35
2,Lside,2018-07-22,16:56:52.779397,2462,-37
2,Lside,2018-07-22,16:56:52.779861,2462,-37
2,Lside,2018-07-22,16:56:53.598877,2462,-35
2,Lside,2018-07-22,16:56:53.714126,2462,-37
2,Lside,2018-07-22,16:56:53.714582,2462,-35
2,Lside,2018-07-22,16:56:54.226866,2462,-37
2,Lside,2018-07-22,16:56:54.241491,2462,-37
2,Lside,2018-07-22,16:56:54.456457,2462,-33
2,Lside,2018-07-22,16:56:56.990739,2462,-35
2,Lside,2018-07-22,16:56:57.016308,2462,-39
2,Lside,2018-07-22,16:56:57.099182,2462,-39
2,Lside,2018-07-22,16:56:57.288760,2462,-39
2,Lside,2018-07-22,16:56:57.400094,2462,-37
2,Lside,2018-07-22,16:56:57.699271,2462,-37
2,Lside,2018-07-22,16:56:58.219933,2462,-37
2,Lside,2018-07-22,16:56:58.220368,2462,-37
2,Lside,2018-07-22,16:56:58.241046,2462,-37
2,Lside,2018-07-22,16:56:58.260476,2462,-37
2,Lside,2018-07-22,16:56:59.545157,2462,-37
2,Lside,2018-07-22,16:56:59.545986,2462,-37
2,Lside,2018-07-22,16:56:59.548013,2462,-37
2,Lside,2018-07-22,16:56:59.550881,2462,-37
2,Lside,2018-07-22,16:57:00.164549,2462,-37
2,Rside,2018-07-22,16:57:14.193779,2462,-27
2,Rside,2018-07-22,16:57:14.286308,2462,-27
2,Rside,2018-07-22,16:57:16.236093,2462,-29
2,Rside,2018-07-22,16:57:16.276288,2462,-29
2,Rside,2018-07-22,16:57:17.113959,2462,-29
2,Rside,2018-07-22,16:57:17.270990,2462,-29
2,Rside,2018-07-22,16:57:17.272448,2462,-29
2,Rside,2018-07-22,16:57:17.400354,2462,-29
2,Rside,2018-07-22,16:57:17.700798,2462,-29
2,Rside,2018-07-22,16:57:19.006942,2462,-29
2,Rside,2018-07-22,16:57:19.028995,2462,-29
2,Rside,2018-07-22,16:57:20.246435,2462,-29
2,Rside,2018-07-22,16:57:20.268078,2462,-29
2,Rside,2018-07-22,16:57:20.269187,2462,-29
2,Rside,2018-07-22,16:57:20.967796,2462,-31
2,Rside,2018-07-22,16:57:22.181564,2462,-31
2,Rside,2018-07-22,16:57:22.273164,2462,-29
2,Rside,2018-07-22,16:57:22.662239,2462,-31
2,Rside,2018-07-22,16:57:22.663042,2462,-29
2,Rside,2018-07-22,16:57:22.663063,2462,-29
2,Rside,2018-07-22,16:57:22.681157,2462,-31
2,Rside,2018-07-22,16:57:22.681829,2462,-29
3,screen,2018-07-22,16:58:25.156200,2462,-29
3,screen,2018-07-22,16:58:26.180102,2462,-31
3,screen,2018-07-22,16:58:26.261010,2462,-29
3,screen,2018-07-22,16:58:28.230643,2462,-31
3,screen,2018-07-22,16:58:28.282191,2462,-29
3,screen,2018-07-22,16:58:28.300398,2462,-29
3,screen,2018-07-22,16:58:29.168091,2462,-29
3,screen,2018-07-22,16:58:29.168228,2462,-29
3,screen,2018-07-22,16:58:29.365104,2462,-31
3,screen,2018-07-22,16:58:29.365259,2462,-31
3,screen,2018-07-22,16:58:29.365407,2462,-31
3,screen,2018-07-22,16:58:29.365555,2462,-31
3,screen,2018-07-22,16:58:29.365691,2462,-31
3,screen,2018-07-22,16:58:29.370604,2462,-29
3,screen,2018-07-22,16:58:29.382549,2462,-31
3,screen,2018-07-22,16:58:29.389227,2462,-29
3,screen,2018-07-22,16:58:29.393098,2462,-31
3,screen,2018-07-22,16:58:32.675666,2462,-31
3,screen,2018-07-22,16:58:32.723100,2462,-31
3,screen,2018-07-22,16:58:32.724043,2462,-29
3,screen,2018-07-22,16:58:32.948864,2462,-31
3,screen,2018-07-22,16:58:32.949839,2462,-29
3,screen,2018-07-22,16:58:32.969168,2462,-31
3,screen,2018-07-22,16:58:32.973039,2462,-31
3,screen,2018-07-22,16:58:33.087081,2462,-29
3,screen,2018-07-22,16:58:33.273543,2462,-31
3,screen,2018-07-22,16:58:33.769803,2462,-31
3,screen,2018-07-22,16:58:33.774159,2462,-29
3,screen,2018-07-22,16:58:33.797116,2462,-31
3,screen,2018-07-22,16:58:33.797263,2462,-31
3,screen,2018-07-22,16:58:33.797410,2462,-31
3,screen,2018-07-22,16:58:33.801407,2462,-29
3,screen,2018-07-22,16:58:33.816408,2462,-29
3,screen,2018-07-22,16:58:33.816543,2462,-29
3,screen,2018-07-22,16:58:33.816684,2462,-29
3,screen,2018-07-22,16:58:33.824284,2462,-29
3,screen,2018-07-22,16:58:33.824418,2462,-29
3,screen,2018-07-22,16:58:33.850040,2462,-29
3,screen,2018-07-22,16:58:33.850185,2462,-29
3,screen,2018-07-22,16:58:33.850333,2462,-29
3,screen,2018-07-22,16:58:33.850474,2462,-29
3,screen,2018-07-22,16:58:33.865335,2462,-29
3,screen,2018-07-22,16:58:33.865476,2462,-29
3,screen,2018-07-22,16:58:33.869639,2462,-31
3,screen,2018-07-22,16:58:33.887673,2462,-29
3,screen,2018-07-22,16:58:33.899218,2462,-29
3,back,2018-07-22,16:58:52.196491,2462,-39
3,back,2018-07-22,16:58:52.276869,2462,-39
3,back,2018-07-22,16:58:52.661601,2462,-39
3,back,2018-07-22,16:58:52.662403,2462,-39
3,back,2018-07-22,16:58:52.663224,2462,-39
3,back,2018-07-22,16:58:53.428764,2462,-37
3,back,2018-07-22,16:58:53.637180,2462,-37
3,back,2018-07-22,16:58:53.734050,2462,-39
3,back,2018-07-22,16:58:53.734190,2462,-39
3,back,2018-07-22,16:58:53.734346,2462,-39
3,back,2018-07-22,16:58:53.734487,2462,-39
3,back,2018-07-22,16:58:53.734651,2462,-39
3,back,2018-07-22,16:58:53.742531,2462,-39
3,back,2018-07-22,16:58:53.742666,2462,-39
3,back,2018-07-22,16:58:53.753633,2462,-39
3,back,2018-07-22,16:58:53.783944,2462,-39
3,back,2018-07-22,16:58:53.784094,2462,-39
3,back,2018-07-22,16:58:53.784240,2462,-39
3,back,2018-07-22,16:58:53.784375,2462,-39
3,back,2018-07-22,16:58:53.798171,2462,-39
3,back,2018-07-22,16:58:53.824912,2462,-35
3,back,2018-07-22,16:58:53.836392,2462,-39
3,back,2018-07-22,16:58:53.836529,2462,-39
3,back,2018-07-22,16:58:53.840512,2462,-39
3,back,2018-07-22,16:58:53.844814,2462,-39
3,back,2018-07-22,16:58:53.847969,2462,-37
3,back,2018-07-22,16:58:53.855132,2462,-39
3,back,2018-07-22,16:58:53.869846,2462,-37
3,back,2018-07-22,16:58:53.869987,2462,-37
3,back,2018-07-22,16:58:53.870142,2462,-37
3,back,2018-07-22,16:58:53.875379,2462,-39
3,back,2018-07-22,16:58:53.877077,2462,-39
3,back,2018-07-22,16:58:53.892683,2462,-39
3,back,2018-07-22,16:58:57.020242,2462,-37
3,back,2018-07-22,16:58:58.012458,2462,-37
3,back,2018-07-22,16:58:58.014248,2462,-37
3,back,2018-07-22,16:58:58.014613,2462,-37
3,back,2018-07-22,16:58:58.014867,2462,-37
3,back,2018-07-22,16:58:58.015106,2462,-37
3,back,2018-07-22,16:58:58.081012,2462,-37
3,Rside,2018-07-22,16:59:16.263543,2462,-35
3,Rside,2018-07-22,16:59:18.956885,2462,-33
3,Rside,2018-07-22,16:59:18.967823,2462,-33
3,Rside,2018-07-22,16:59:18.978524,2462,-33
3,Rside,2018-07-22,16:59:18.985320,2462,-33
3,Rside,2018-07-22,16:59:19.011543,2462,-33
3,Rside,2018-07-22,16:59:19.019029,2462,-33
3,Rside,2018-07-22,16:59:19.023055,2462,-33
3,Rside,2018-07-22,16:59:19.027036,2462,-33
3,Rside,2018-07-22,16:59:19.031020,2462,-33
3,Rside,2018-07-22,16:59:19.038022,2462,-33
3,Rside,2018-07-22,16:59:19.049289,2462,-33
3,Rside,2018-07-22,16:59:19.055021,2462,-33
3,Rside,2018-07-22,16:59:19.059175,2462,-33
3,Rside,2018-07-22,16:59:19.063595,2462,-33
3,Rside,2018-07-22,16:59:19.069146,2462,-33
3,Rside,2018-07-22,16:59:19.073037,2462,-33
3,Rside,2018-07-22,16:59:19.078901,2462,-33
3,Rside,2018-07-22,16:59:19.083368,2462,-31
3,Rside,2018-07-22,16:59:19.089056,2462,-31
3,Rside,2018-07-22,16:59:19.116340,2462,-33
3,Rside,2018-07-22,16:59:19.116487,2462,-33
3,Rside,2018-07-22,16:59:19.116627,2462,-33
3,Rside,2018-07-22,16:59:19.118667,2462,-33
3,Rside,2018-07-22,16:59:19.123377,2462,-33
3,Rside,2018-07-22,16:59:19.132522,2462,-33
3,Rside,2018-07-22,16:59:19.147931,2462,-33
3,Rside,2018-07-22,16:59:19.150723,2462,-33
3,Rside,2018-07-22,16:59:19.150862,2462,-33
3,Rside,2018-07-22,16:59:19.154651,2462,-33
3,Rside,2018-07-22,16:59:19.161148,2462,-33
3,Rside,2018-07-22,16:59:19.164661,2462,-33
3,Rside,2018-07-22,16:59:19.171024,2462,-33
3,Rside,2018-07-22,16:59:19.174205,2462,-33
3,Rside,2018-07-22,16:59:19.183433,2462,-33
3,Rside,2018-07-22,16:59:19.193282,2462,-33
3,Rside,2018-07-22,16:59:19.223841,2462,-33
3,Rside,2018-07-22,16:59:19.973531,2462,-33
3,Rside,2018-07-22,16:59:19.986527,2462,-35
3,Rside,2018-07-22,16:59:20.001740,2462,-35
3,Rside,2018-07-22,16:59:20.115175,2462,-33
3,Rside,2018-07-22,16:59:20.238878,2462,-33
3,Rside,2018-07-22,16:59:20.239412,2462,-33
3,Rside,2018-07-22,16:59:20.240295,2462,-33
3,Rside,2018-07-22,16:59:20.240783,2462,-35
3,Rside,2018-07-22,16:59:26.126157,2462,-33
3,Lside,2018-07-22,16:59:41.163729,2462,-31
3,Lside,2018-07-22,16:59:42.250000,2462,-33
3,Lside,2018-07-22,16:59:42.331050,2462,-33
3,Lside,2018-07-22,16:59:42.478251,2462,-31
3,Lside,2018-07-22,16:59:42.667239,2462,-33
3,Lside,2018-07-22,16:59:42.668302,2462,-31
3,Lside,2018-07-22,16:59:42.669129,2462,-33
3,Lside,2018-07-22,16:59:43.909400,2462,-33
3,Lside,2018-07-22,16:59:43.920534,2462,-33
3,Lside,2018-07-22,16:59:43.920674,2462,-33
3,Lside,2018-07-22,16:59:43.931502,2462,-33
3,Lside,2018-07-22,16:59:43.931638,2462,-33
3,Lside,2018-07-22,16:59:43.936042,2462,-31
3,Lside,2018-07-22,16:59:43.942838,2462,-33
3,Lside,2018-07-22,16:59:43.946982,2462,-31
3,Lside,2018-07-22,16:59:44.057679,2462,-33
3,Lside,2018-07-22,16:59:44.057826,2462,-33
3,Lside,2018-07-22,16:59:44.057972,2462,-33
3,Lside,2018-07-22,16:59:44.058129,2462,-33
3,Lside,2018-07-22,16:59:44.058283,2462,-33
3,Lside,2018-07-22,16:59:44.058429,2462,-33
3,Lside,2018-07-22,16:59:44.058577,2462,-33
3,Lside,2018-07-22,16:59:44.058723,2462,-33
3,Lside,2018-07-22,16:59:44.058878,2462,-33
3,Lside,2018-07-22,16:59:44.059018,2462,-33
3,Lside,2018-07-22,16:59:44.059182,2462,-33
3,Lside,2018-07-22,16:59:44.059326,2462,-33
3,Lside,2018-07-22,16:59:44.060315,2462,-33
3,Lside,2018-07-22,16:59:44.061753,2462,-33
3,Lside,2018-07-22,16:59:44.063727,2462,-33
3,Lside,2018-07-22,16:59:44.069091,2462,-31
3,Lside,2018-07-22,16:59:44.069231,2462,-31
3,Lside,2018-07-22,16:59:44.077336,2462,-33
3,Lside,2018-07-22,16:59:44.079113,2462,-33
3,Lside,2018-07-22,16:59:44.111214,2462,-33
3,Lside,2018-07-22,16:59:44.580698,2462,-31
3,Lside,2018-07-22,16:59:45.876453,2462,-33
3,Lside,2018-07-22,16:59:46.458851,2462,-33
3,Lside,2018-07-22,16:59:46.496996,2462,-33
3,Lside,2018-07-22,16:59:48.227457,2462,-31
3,Lside,2018-07-22,16:59:48.228801,2462,-33
3,Lside,2018-07-22,16:59:48.231103,2462,-31
3,Lside,2018-07-22,16:59:48.246832,2462,-31
3,Lside,2018-07-22,16:59:48.249966,2462,-31
3,Lside,2018-07-22,16:59:48.250671,2462,-31
3,Lside,2018-07-22,16:59:48.279570,2462,-31
3,Lside,2018-07-22,16:59:48.306794,2462,-31
3,Lside,2018-07-22,16:59:48.331328,2462,-31
3,Lside,2018-07-22,16:59:48.335732,2462,-33
3,Lside,2018-07-22,16:59:48.449450,2462,-31
3,Lside,2018-07-22,16:59:48.469115,2462,-31
3,Lside,2018-07-22,16:59:49.034947,2462,-31
3,Lside,2018-07-22,16:59:49.048365,2462,-33
3,Lside,2018-07-22,16:59:49.056593,2462,-31
3,Lside,2018-07-22,16:59:49.076672,2462,-33
3,Lside,2018-07-22,16:59:49.088257,2462,-31
4,screen,2018-07-22,17:00:14.258322,2462,-31
4,screen,2018-07-22,17:00:14.258438,2462,-31
4,screen,2018-07-22,17:00:14.266494,2462,-31
4,screen,2018-07-22,17:00:14.341974,2462,-31
4,Lside,2018-07-22,17:01:32.547202,2462,-37
4,Lside,2018-07-22,17:01:32.662940,2462,-37
4,Lside,2018-07-22,17:01:32.664021,2462,-37
4,Lside,2018-07-22,17:01:32.665210,2462,-37
4,Lside,2018-07-22,17:01:33.677001,2462,-37
4,Lside,2018-07-22,17:01:33.677139,2462,-37
4,Lside,2018-07-22,17:01:33.688457,2462,-37
4,Lside,2018-07-22,17:01:33.688596,2462,-37
4,Lside,2018-07-22,17:01:33.696379,2462,-37
4,Lside,2018-07-22,17:01:33.696517,2462,-37
5,screen,2018-07-22,17:01:54.082925,2462,-33
5,screen,2018-07-22,17:01:54.096870,2462,-31
5,screen,2018-07-22,17:01:54.113034,2462,-31
5,screen,2018-07-22,17:01:54.114718,2462,-31
5,screen,2018-07-22,17:01:54.123760,2462,-31
5,screen,2018-07-22,17:01:54.132957,2462,-31
5,screen,2018-07-22,17:01:54.149694,2462,-31
5,screen,2018-07-22,17:01:54.499609,2462,-31
5,screen,2018-07-22,17:01:54.500457,2462,-31
5,screen,2018-07-22,17:01:56.052705,2462,-33
5,screen,2018-07-22,17:01:56.359213,2462,-33
5,screen,2018-07-22,17:01:58.456938,2462,-31
5,screen,2018-07-22,17:01:58.598908,2462,-33
5,screen,2018-07-22,17:01:58.604344,2462,-33
5,screen,2018-07-22,17:01:58.608838,2462,-33
5,screen,2018-07-22,17:01:58.614815,2462,-33
5,screen,2018-07-22,17:01:58.619431,2462,-31
5,screen,2018-07-22,17:01:58.628247,2462,-31
5,screen,2018-07-22,17:01:58.631757,2462,-33
5,screen,2018-07-22,17:01:58.656861,2462,-31
5,screen,2018-07-22,17:01:58.661159,2462,-33
5,screen,2018-07-22,17:01:58.665414,2462,-31
5,screen,2018-07-22,17:01:58.671049,2462,-33
5,screen,2018-07-22,17:01:58.694585,2462,-31
5,screen,2018-07-22,17:01:58.756990,2462,-31
5,screen,2018-07-22,17:01:58.761585,2462,-31
5,screen,2018-07-22,17:01:58.764036,2462,-31
5,screen,2018-07-22,17:01:58.768485,2462,-33
5,screen,2018-07-22,17:01:58.779191,2462,-31
5,screen,2018-07-22,17:01:58.785494,2462,-31
5,screen,2018-07-22,17:01:58.789951,2462,-33
5,screen,2018-07-22,17:01:58.794688,2462,-33
5,screen,2018-07-22,17:01:58.797856,2462,-31
5,screen,2018-07-22,17:01:58.813854,2462,-83
5,screen,2018-07-22,17:01:58.816926,2462,-31
5,screen,2018-07-22,17:02:00.157068,2462,-33
5,screen,2018-07-22,17:02:00.443251,2462,-31
5,screen,2018-07-22,17:02:00.743155,2462,-33
5,screen,2018-07-22,17:02:02.247396,2462,-31
5,screen,2018-07-22,17:02:02.351567,2462,-33
5,screen,2018-07-22,17:02:02.491983,2462,-33
5,screen,2018-07-22,17:02:02.493052,2462,-31
5,screen,2018-07-22,17:02:02.493982,2462,-33
5,screen,2018-07-22,17:02:02.668360,2462,-33
5,screen,2018-07-22,17:02:03.995999,2462,-33
5,screen,2018-07-22,17:02:04.015279,2462,-31
5,screen,2018-07-22,17:02:04.025322,2462,-33
5,screen,2018-07-22,17:02:04.040962,2462,-33
