Distance (ft),Side facing RX,Date,Time,Frequency (MHz),Signal Strength (dBm)
1,screen,2018-07-22,16:54:01.380456,2462,-21
1,screen,2018-07-22,16:54:01.386628,2462,-23
1,screen,2018-07-22,16:54:01.403357,2462,-23
1,screen,2018-07-22,16:54:01.403424,2462,-23
1,screen,2018-07-22,16:54:01.410990,2462,-23
1,screen,2018-07-22,16:54:01.414960,2462,-23
1,screen,2018-07-22,16:54:01.423443,2462,-23
1,screen,2018-07-22,16:54:01.423507,2462,-23
1,screen,2018-07-22,16:54:01.426097,2462,-23
1,screen,2018-07-22,16:54:01.427449,2462,-23
1,screen,2018-07-22,16:54:01.427650,2462,-23
1,screen,2018-07-22,16:54:01.476440,2462,-23
1,screen,2018-07-22,16:54:01.476513,2462,-23
1,screen,2018-07-22,16:54:01.476590,2462,-23
1,screen,2018-07-22,16:54:01.476672,2462,-23
1,screen,2018-07-22,16:54:01.476731,2462,-23
1,screen,2018-07-22,16:54:01.485013,2462,-23
1,screen,2018-07-22,16:54:01.485086,2462,-23
1,screen,2018-07-22,16:54:01.485155,2462,-23
1,screen,2018-07-22,16:54:01.488567,2462,-23
1,screen,2018-07-22,16:54:01.526345,2462,-23
1,screen,2018-07-22,16:54:01.526422,2462,-23
1,screen,2018-07-22,16:54:01.526491,2462,-23
1,screen,2018-07-22,16:54:01.526566,2462,-23
1,screen,2018-07-22,16:54:01.526640,2462,-23
1,screen,2018-07-22,16:54:01.526713,2462,-23
1,screen,2018-07-22,16:54:01.526781,2462,-23
1,screen,2018-07-22,16:54:01.529942,2462,-23
1,screen,2018-07-22,16:54:01.530813,2462,-23
1,screen,2018-07-22,16:54:01.587745,2462,-23
1,screen,2018-07-22,16:54:01.587817,2462,-23
1,screen,2018-07-22,16:54:01.587892,2462,-23
1,screen,2018-07-22,16:54:01.587964,2462,-23
1,screen,2018-07-22,16:54:01.588045,2462,-23
1,screen,2018-07-22,16:54:01.588122,2462,-23
1,screen,2018-07-22,16:54:01.588193,2462,-23
1,screen,2018-07-22,16:54:01.588270,2462,-23
1,screen,2018-07-22,16:54:01.588343,2462,-23
1,screen,2018-07-22,16:54:01.588422,2462,-23
1,screen,2018-07-22,16:54:01.623078,2462,-23
1,screen,2018-07-22,16:54:01.623150,2462,-23
1,screen,2018-07-22,16:54:01.623223,2462,-23
1,screen,2018-07-22,16:54:01.623297,2462,-23
1,screen,2018-07-22,16:54:01.623366,2462,-23
1,screen,2018-07-22,16:54:01.626333,2462,-23
1,screen,2018-07-22,16:54:01.629297,2462,-23
1,screen,2018-07-22,16:54:01.637190,2462,-23
1,screen,2018-07-22,16:54:01.640837,2462,-21
1,screen,2018-07-22,16:54:01.646819,2462,-21
1,screen,2018-07-22,16:54:01.674021,2462,-23
1,screen,2018-07-22,16:54:01.684771,2462,-23
1,screen,2018-07-22,16:54:01.684837,2462,-23
1,screen,2018-07-22,16:54:01.713480,2462,-23
1,screen,2018-07-22,16:54:01.719101,2462,-23
1,screen,2018-07-22,16:54:01.723009,2462,-23
1,screen,2018-07-22,16:54:01.729630,2462,-23
1,screen,2018-07-22,16:54:01.734075,2462,-23
1,screen,2018-07-22,16:54:01.734151,2462,-23
1,screen,2018-07-22,16:54:01.735148,2462,-33
1,screen,2018-07-22,16:54:01.735220,2462,-33
1,screen,2018-07-22,16:54:01.740347,2462,-21
1,screen,2018-07-22,16:54:01.740428,2462,-21
1,screen,2018-07-22,16:54:01.740496,2462,-21
1,screen,2018-07-22,16:54:01.742985,2462,-23
1,screen,2018-07-22,16:54:01.747921,2462,-23
1,screen,2018-07-22,16:54:01.770318,2462,-23
1,screen,2018-07-22,16:54:01.770379,2462,-23
1,screen,2018-07-22,16:54:01.773582,2462,-23
1,screen,2018-07-22,16:54:01.782935,2462,-23
1,screen,2018-07-22,16:54:01.812622,2462,-23
1,screen,2018-07-22,16:54:01.812679,2462,-23
1,screen,2018-07-22,16:54:01.821847,2462,-25
1,screen,2018-07-22,16:54:01.837170,2462,-23
1,screen,2018-07-22,16:54:01.880835,2462,-23
1,screen,2018-07-22,16:54:01.888721,2462,-33
1,screen,2018-07-22,16:54:01.907569,2462,-23
1,screen,2018-07-22,16:54:01.919829,2462,-25
1,screen,2018-07-22,16:54:01.932672,2462,-25
1,screen,2018-07-22,16:54:01.941013,2462,-23
1,screen,2018-07-22,16:54:01.948899,2462,-31
1,screen,2018-07-22,16:54:01.952466,2462,-25
1,screen,2018-07-22,16:54:01.959796,2462,-23
1,screen,2018-07-22,16:54:01.980028,2462,-23
1,screen,2018-07-22,16:54:01.980079,2462,-23
1,screen,2018-07-22,16:54:01.980442,2462,-25
1,screen,2018-07-22,16:54:02.004114,2462,-23
1,screen,2018-07-22,16:54:02.012999,2462,-23
1,screen,2018-07-22,16:54:02.021277,2462,-23
1,screen,2018-07-22,16:54:02.021330,2462,-23
1,screen,2018-07-22,16:54:02.030493,2462,-25
1,screen,2018-07-22,16:54:02.040889,2462,-25
1,screen,2018-07-22,16:54:02.042466,2462,-25
1,screen,2018-07-22,16:54:02.049619,2462,-25
1,screen,2018-07-22,16:54:02.049641,2462,-25
1,screen,2018-07-22,16:54:02.056869,2462,-25
1,screen,2018-07-22,16:54:02.089989,2462,-25
1,screen,2018-07-22,16:54:02.090334,2462,-33
1,screen,2018-07-22,16:54:02.090999,2462,-25
1,screen,2018-07-22,16:54:02.095201,2462,-25
1,screen,2018-07-22,16:54:02.123172,2462,-25
1,screen,2018-07-22,16:54:02.123669,2462,-25
1,screen,2018-07-22,16:54:02.144386,2462,-23
1,screen,2018-07-22,16:54:02.145778,2462,-23
1,screen,2018-07-22,16:54:02.146194,2462,-23
1,screen,2018-07-22,16:54:02.243557,2462,-31
1,screen,2018-07-22,16:54:02.243610,2462,-31
1,screen,2018-07-22,16:54:02.243660,2462,-31
1,screen,2018-07-22,16:54:02.243710,2462,-31
1,screen,2018-07-22,16:54:02.243758,2462,-31
1,screen,2018-07-22,16:54:02.243808,2462,-31
1,screen,2018-07-22,16:54:02.243856,2462,-31
1,screen,2018-07-22,16:54:02.243906,2462,-31
1,screen,2018-07-22,16:54:02.243927,2462,-31
1,screen,2018-07-22,16:54:02.243992,2462,-31
1,screen,2018-07-22,16:54:02.244047,2462,-31
1,screen,2018-07-22,16:54:02.244100,2462,-31
1,screen,2018-07-22,16:54:02.244145,2462,-31
1,screen,2018-07-22,16:54:02.246716,2462,-23
1,screen,2018-07-22,16:54:02.247774,2462,-23
1,screen,2018-07-22,16:54:02.248588,2462,-25
1,screen,2018-07-22,16:54:02.249740,2462,-23
1,screen,2018-07-22,16:54:02.283670,2462,-23
1,screen,2018-07-22,16:54:02.296436,2462,-23
1,screen,2018-07-22,16:54:02.303865,2462,-33
1,screen,2018-07-22,16:54:02.307542,2462,-25
1,screen,2018-07-22,16:54:02.464394,2462,-23
1,screen,2018-07-22,16:54:02.661344,2462,-23
1,screen,2018-07-22,16:54:02.661767,2462,-23
1,screen,2018-07-22,16:54:02.662298,2462,-25
1,screen,2018-07-22,16:54:02.704649,2462,-23
1,screen,2018-07-22,16:54:04.138428,2462,-23
1,screen,2018-07-22,16:54:04.895556,2462,-23
1,screen,2018-07-22,16:54:05.941108,2462,-23
1,screen,2018-07-22,16:54:07.098059,2462,-25
1,screen,2018-07-22,16:54:07.685507,2462,-25
1,screen,2018-07-22,16:54:08.232822,2462,-25
1,screen,2018-07-22,16:54:08.264400,2462,-33
1,screen,2018-07-22,16:54:09.308695,2462,-25
1,back,2018-07-22,16:54:25.776972,2462,-27
1,back,2018-07-22,16:54:25.780817,2462,-33
1,back,2018-07-22,16:54:25.791540,2462,-27
1,back,2018-07-22,16:54:25.791568,2462,-27
1,back,2018-07-22,16:54:25.797009,2462,-29
1,back,2018-07-22,16:54:25.799068,2462,-29
1,back,2018-07-22,16:54:25.799722,2462,-29
1,back,2018-07-22,16:54:25.800133,2462,-29
1,back,2018-07-22,16:54:25.803162,2462,-29
1,back,2018-07-22,16:54:25.807643,2462,-29
1,back,2018-07-22,16:54:25.853672,2462,-27
1,back,2018-07-22,16:54:25.853716,2462,-27
1,back,2018-07-22,16:54:25.853738,2462,-27
1,back,2018-07-22,16:54:25.853757,2462,-27
1,back,2018-07-22,16:54:25.853776,2462,-27
1,back,2018-07-22,16:54:25.853798,2462,-27
1,back,2018-07-22,16:54:25.853840,2462,-27
1,back,2018-07-22,16:54:25.856888,2462,-27
1,back,2018-07-22,16:54:25.862213,2462,-27
1,back,2018-07-22,16:54:25.881413,2462,-29
1,back,2018-07-22,16:54:25.881439,2462,-29
1,back,2018-07-22,16:54:25.881459,2462,-29
1,back,2018-07-22,16:54:25.881479,2462,-29
1,back,2018-07-22,16:54:25.882573,2462,-29
1,back,2018-07-22,16:54:25.882625,2462,-29
1,back,2018-07-22,16:54:25.882646,2462,-29
1,back,2018-07-22,16:54:25.882669,2462,-29
1,back,2018-07-22,16:54:26.007456,2462,-23
1,back,2018-07-22,16:54:26.007583,2462,-23
1,back,2018-07-22,16:54:26.007690,2462,-23
1,back,2018-07-22,16:54:26.007794,2462,-23
1,back,2018-07-22,16:54:26.007920,2462,-23
1,back,2018-07-22,16:54:26.008043,2462,-23
1,back,2018-07-22,16:54:26.008124,2462,-23
1,back,2018-07-22,16:54:26.008170,2462,-23
1,back,2018-07-22,16:54:26.008191,2462,-23
1,back,2018-07-22,16:54:26.008211,2462,-23
1,back,2018-07-22,16:54:26.008233,2462,-23
1,back,2018-07-22,16:54:26.008252,2462,-23
1,back,2018-07-22,16:54:26.008274,2462,-23
1,back,2018-07-22,16:54:26.008297,2462,-23
1,back,2018-07-22,16:54:26.008317,2462,-23
1,back,2018-07-22,16:54:26.008337,2462,-23
1,back,2018-07-22,16:54:26.008357,2462,-23
1,back,2018-07-22,16:54:26.008376,2462,-23
1,back,2018-07-22,16:54:26.008396,2462,-23
1,back,2018-07-22,16:54:26.008419,2462,-23
1,back,2018-07-22,16:54:26.008440,2462,-23
1,back,2018-07-22,16:54:26.008460,2462,-23
1,back,2018-07-22,16:54:26.008479,2462,-23
1,back,2018-07-22,16:54:26.008498,2462,-23
1,back,2018-07-22,16:54:26.008518,2462,-23
1,back,2018-07-22,16:54:26.008539,2462,-23
1,back,2018-07-22,16:54:26.008571,2462,-23
1,back,2018-07-22,16:54:26.008591,2462,-23
1,back,2018-07-22,16:54:26.008612,2462,-23
1,back,2018-07-22,16:54:26.008632,2462,-23
1,back,2018-07-22,16:54:26.008651,2462,-23
1,back,2018-07-22,16:54:26.008686,2462,-23
1,back,2018-07-22,16:54:26.008708,2462,-23
1,back,2018-07-22,16:54:26.008728,2462,-23
1,back,2018-07-22,16:54:26.008748,2462,-23
1,back,2018-07-22,16:54:26.008769,2462,-23
1,back,2018-07-22,16:54:26.008918,2462,-23
1,back,2018-07-22,16:54:26.018120,2462,-23
1,back,2018-07-22,16:54:26.042617,2462,-29
1,back,2018-07-22,16:54:26.050475,2462,-27
1,back,2018-07-22,16:54:26.050499,2462,-27
1,back,2018-07-22,16:54:26.050520,2462,-27
1,back,2018-07-22,16:54:26.057051,2462,-29
1,back,2018-07-22,16:54:26.057084,2462,-29
1,back,2018-07-22,16:54:26.061044,2462,-29
1,back,2018-07-22,16:54:26.070211,2462,-27
1,back,2018-07-22,16:54:26.073254,2462,-29
1,back,2018-07-22,16:54:26.088254,2462,-27
1,back,2018-07-22,16:54:26.095424,2462,-29
1,back,2018-07-22,16:54:26.095446,2462,-29
1,back,2018-07-22,16:54:26.103528,2462,-29
1,back,2018-07-22,16:54:26.103552,2462,-29
1,back,2018-07-22,16:54:26.106306,2462,-29
1,back,2018-07-22,16:54:26.107245,2462,-29
1,back,2018-07-22,16:54:26.110127,2462,-29
1,back,2018-07-22,16:54:26.125252,2462,-29
1,back,2018-07-22,16:54:26.125277,2462,-29
1,back,2018-07-22,16:54:26.125299,2462,-29
1,back,2018-07-22,16:54:26.158831,2462,-29
1,back,2018-07-22,16:54:26.158876,2462,-29
1,back,2018-07-22,16:54:26.158897,2462,-29
1,back,2018-07-22,16:54:26.158918,2462,-29
1,back,2018-07-22,16:54:26.158940,2462,-29
1,back,2018-07-22,16:54:26.168370,2462,-27
1,back,2018-07-22,16:54:26.168414,2462,-27
1,back,2018-07-22,16:54:26.168438,2462,-27
1,back,2018-07-22,16:54:26.168459,2462,-27
1,back,2018-07-22,16:54:26.269026,2462,-27
1,back,2018-07-22,16:54:26.269150,2462,-27
1,back,2018-07-22,16:54:26.269275,2462,-27
1,back,2018-07-22,16:54:26.269403,2462,-27
1,back,2018-07-22,16:54:26.269444,2462,-27
1,back,2018-07-22,16:54:26.269470,2462,-27
1,back,2018-07-22,16:54:26.269491,2462,-27
1,back,2018-07-22,16:54:26.269512,2462,-27
1,back,2018-07-22,16:54:26.269531,2462,-27
1,back,2018-07-22,16:54:26.269552,2462,-27
1,back,2018-07-22,16:54:26.269574,2462,-27
1,back,2018-07-22,16:54:26.269593,2462,-27
1,back,2018-07-22,16:54:26.269638,2462,-27
1,back,2018-07-22,16:54:26.269683,2462,-27
1,back,2018-07-22,16:54:26.269705,2462,-27
1,back,2018-07-22,16:54:26.269727,2462,-27
1,back,2018-07-22,16:54:26.269746,2462,-27
1,back,2018-07-22,16:54:26.269769,2462,-27
1,back,2018-07-22,16:54:26.269790,2462,-27
1,back,2018-07-22,16:54:26.269813,2462,-27
1,back,2018-07-22,16:54:26.269835,2462,-27
1,back,2018-07-22,16:54:26.269854,2462,-27
1,back,2018-07-22,16:54:26.269876,2462,-27
1,back,2018-07-22,16:54:26.269896,2462,-27
1,back,2018-07-22,16:54:26.272982,2462,-29
1,back,2018-07-22,16:54:26.273005,2462,-29
1,back,2018-07-22,16:54:26.273025,2462,-29
1,back,2018-07-22,16:54:26.273048,2462,-29
1,back,2018-07-22,16:54:26.282490,2462,-27
1,back,2018-07-22,16:54:26.282785,2462,-27
1,back,2018-07-22,16:54:26.282835,2462,-27
1,back,2018-07-22,16:54:26.282855,2462,-27
1,back,2018-07-22,16:54:26.282876,2462,-27
1,back,2018-07-22,16:54:26.282896,2462,-27
1,back,2018-07-22,16:54:26.282918,2462,-27
1,back,2018-07-22,16:54:26.474017,2462,-29
1,back,2018-07-22,16:54:27.103190,2462,-31
1,back,2018-07-22,16:54:27.389375,2462,-29
1,back,2018-07-22,16:54:27.689349,2462,-29
1,back,2018-07-22,16:54:28.196686,2462,-27
1,back,2018-07-22,16:54:28.202791,2462,-29
1,back,2018-07-22,16:54:28.244509,2462,-29
1,back,2018-07-22,16:54:29.317720,2462,-29
1,back,2018-07-22,16:54:30.146733,2462,-29
1,back,2018-07-22,16:54:30.242057,2462,-33
1,back,2018-07-22,16:54:31.120674,2462,-29
1,back,2018-07-22,16:54:31.130167,2462,-29
1,back,2018-07-22,16:54:31.159471,2462,-29
1,back,2018-07-22,16:54:31.159505,2462,-29
1,back,2018-07-22,16:54:31.164337,2462,-29
1,back,2018-07-22,16:54:31.164662,2462,-33
1,back,2018-07-22,16:54:31.171409,2462,-29
1,back,2018-07-22,16:54:31.176079,2462,-29
1,back,2018-07-22,16:54:31.176231,2462,-29
1,back,2018-07-22,16:54:31.186728,2462,-29
1,back,2018-07-22,16:54:31.186753,2462,-29
1,back,2018-07-22,16:54:31.328203,2462,-27
1,back,2018-07-22,16:54:31.371058,2462,-29
1,back,2018-07-22,16:54:31.380086,2462,-31
1,back,2018-07-22,16:54:31.380115,2462,-31
1,back,2018-07-22,16:54:31.429454,2462,-33
1,back,2018-07-22,16:54:31.429485,2462,-33
1,back,2018-07-22,16:54:31.429546,2462,-33
1,back,2018-07-22,16:54:31.433425,2462,-27
1,back,2018-07-22,16:54:31.438087,2462,-27
1,back,2018-07-22,16:54:31.442709,2462,-27
1,back,2018-07-22,16:54:31.539027,2462,-29
1,back,2018-07-22,16:54:31.539087,2462,-29
1,back,2018-07-22,16:54:31.539118,2462,-29
1,back,2018-07-22,16:54:31.539140,2462,-29
1,back,2018-07-22,16:54:31.539159,2462,-29
1,back,2018-07-22,16:54:31.539214,2462,-29
1,back,2018-07-22,16:54:31.539242,2462,-29
1,back,2018-07-22,16:54:31.539271,2462,-29
1,back,2018-07-22,16:54:31.539327,2462,-29
1,back,2018-07-22,16:54:31.539358,2462,-29
1,back,2018-07-22,16:54:31.539382,2462,-29
1,back,2018-07-22,16:54:31.539439,2462,-29
1,back,2018-07-22,16:54:31.539466,2462,-29
1,back,2018-07-22,16:54:31.539495,2462,-29
1,back,2018-07-22,16:54:31.539552,2462,-29
1,back,2018-07-22,16:54:31.539581,2462,-29
1,back,2018-07-22,16:54:31.539601,2462,-29
1,back,2018-07-22,16:54:31.544202,2462,-29
1,back,2018-07-22,16:54:31.548932,2462,-29
1,back,2018-07-22,16:54:31.555527,2462,-29
1,back,2018-07-22,16:54:31.574850,2462,-27
1,back,2018-07-22,16:54:31.584153,2462,-29
1,back,2018-07-22,16:54:31.591326,2462,-29
1,back,2018-07-22,16:54:31.650175,2462,-29
1,back,2018-07-22,16:54:31.650206,2462,-29
1,back,2018-07-22,16:54:31.650231,2462,-29
1,back,2018-07-22,16:54:31.650292,2462,-29
1,back,2018-07-22,16:54:31.650321,2462,-29
1,back,2018-07-22,16:54:31.650347,2462,-29
1,back,2018-07-22,16:54:31.650399,2462,-29
1,back,2018-07-22,16:54:31.650428,2462,-29
1,back,2018-07-22,16:54:31.657660,2462,-29
1,back,2018-07-22,16:54:31.797688,2462,-29
1,back,2018-07-22,16:54:31.797741,2462,-29
1,back,2018-07-22,16:54:31.797808,2462,-29
1,back,2018-07-22,16:54:31.797831,2462,-29
1,back,2018-07-22,16:54:31.797851,2462,-29
1,back,2018-07-22,16:54:31.797870,2462,-29
1,back,2018-07-22,16:54:31.840229,2462,-29
1,back,2018-07-22,16:54:31.840301,2462,-29
1,back,2018-07-22,16:54:31.840371,2462,-29
1,back,2018-07-22,16:54:31.840421,2462,-29
1,back,2018-07-22,16:54:31.840484,2462,-29
1,back,2018-07-22,16:54:31.840564,2462,-29
1,back,2018-07-22,16:54:31.840610,2462,-29
1,back,2018-07-22,16:54:31.840632,2462,-29
1,back,2018-07-22,16:54:31.840666,2462,-29
1,back,2018-07-22,16:54:31.840688,2462,-29
1,back,2018-07-22,16:54:31.840711,2462,-29
1,back,2018-07-22,16:54:31.840731,2462,-29
1,back,2018-07-22,16:54:31.840750,2462,-29
1,back,2018-07-22,16:54:31.925608,2462,-27
1,back,2018-07-22,16:54:31.942608,2462,-33
1,back,2018-07-22,16:54:31.944389,2462,-29
1,back,2018-07-22,16:54:31.944443,2462,-29
1,back,2018-07-22,16:54:31.948550,2462,-29
1,back,2018-07-22,16:54:31.957474,2462,-27
1,back,2018-07-22,16:54:31.989762,2462,-29
1,back,2018-07-22,16:54:31.989832,2462,-29
1,back,2018-07-22,16:54:31.989892,2462,-29
1,back,2018-07-22,16:54:31.989942,2462,-29
1,back,2018-07-22,16:54:31.989985,2462,-29
1,back,2018-07-22,16:54:31.990005,2462,-29
1,back,2018-07-22,16:54:31.990026,2462,-29
1,back,2018-07-22,16:54:31.990271,2462,-29
1,back,2018-07-22,16:54:32.007191,2462,-29
1,back,2018-07-22,16:54:32.034205,2462,-29
1,back,2018-07-22,16:54:32.034298,2462,-29
1,back,2018-07-22,16:54:32.034342,2462,-29
1,back,2018-07-22,16:54:32.034370,2462,-29
1,back,2018-07-22,16:54:32.034391,2462,-29
1,back,2018-07-22,16:54:32.043296,2462,-29
1,back,2018-07-22,16:54:32.043358,2462,-29
1,back,2018-07-22,16:54:32.045937,2462,-29
1,back,2018-07-22,16:54:32.046324,2462,-29
1,back,2018-07-22,16:54:32.052649,2462,-29
1,back,2018-07-22,16:54:32.057169,2462,-27
1,back,2018-07-22,16:54:32.061950,2462,-29
1,back,2018-07-22,16:54:32.098767,2462,-29
1,back,2018-07-22,16:54:32.098860,2462,-29
1,back,2018-07-22,16:54:32.098926,2462,-29
1,back,2018-07-22,16:54:32.098971,2462,-29
1,back,2018-07-22,16:54:32.098997,2462,-29
1,back,2018-07-22,16:54:32.099018,2462,-29
1,back,2018-07-22,16:54:32.099041,2462,-29
1,back,2018-07-22,16:54:32.103500,2462,-29
1,back,2018-07-22,16:54:32.106098,2462,-31
1,back,2018-07-22,16:54:32.112582,2462,-29
1,back,2018-07-22,16:54:32.131727,2462,-27
1,back,2018-07-22,16:54:32.131786,2462,-27
1,back,2018-07-22,16:54:32.131831,2462,-27
1,back,2018-07-22,16:54:32.131854,2462,-27
1,back,2018-07-22,16:54:32.139485,2462,-29
1,back,2018-07-22,16:54:32.139539,2462,-29
1,back,2018-07-22,16:54:32.144118,2462,-29
1,back,2018-07-22,16:54:32.147141,2462,-29
1,back,2018-07-22,16:54:32.147671,2462,-29
1,back,2018-07-22,16:54:32.155262,2462,-29
1,back,2018-07-22,16:54:32.155284,2462,-29
1,back,2018-07-22,16:54:32.157761,2462,-29
1,back,2018-07-22,16:54:32.169508,2462,-29
1,back,2018-07-22,16:54:32.291690,2462,-27
1,back,2018-07-22,16:54:32.291755,2462,-27
1,back,2018-07-22,16:54:32.291806,2462,-27
1,back,2018-07-22,16:54:32.291849,2462,-27
1,back,2018-07-22,16:54:32.291908,2462,-27
1,back,2018-07-22,16:54:32.291957,2462,-27
1,back,2018-07-22,16:54:32.292016,2462,-27
1,back,2018-07-22,16:54:32.292066,2462,-27
1,back,2018-07-22,16:54:32.292112,2462,-27
1,back,2018-07-22,16:54:32.292176,2462,-27
1,back,2018-07-22,16:54:32.292240,2462,-27
1,back,2018-07-22,16:54:32.292291,2462,-27
1,back,2018-07-22,16:54:32.292352,2462,-27
1,back,2018-07-22,16:54:32.292403,2462,-27
1,back,2018-07-22,16:54:32.292466,2462,-27
1,back,2018-07-22,16:54:32.292514,2462,-27
1,back,2018-07-22,16:54:32.292582,2462,-27
1,back,2018-07-22,16:54:32.292604,2462,-27
1,back,2018-07-22,16:54:32.292623,2462,-27
1,back,2018-07-22,16:54:32.292644,2462,-27
1,back,2018-07-22,16:54:32.292666,2462,-27
1,back,2018-07-22,16:54:32.292686,2462,-27
1,back,2018-07-22,16:54:32.292707,2462,-27
1,back,2018-07-22,16:54:32.292727,2462,-27
1,back,2018-07-22,16:54:32.292747,2462,-27
1,back,2018-07-22,16:54:32.292769,2462,-27
1,back,2018-07-22,16:54:32.292790,2462,-27
1,back,2018-07-22,16:54:32.593257,2462,-27
1,back,2018-07-22,16:54:32.593339,2462,-27
1,back,2018-07-22,16:54:32.593389,2462,-27
1,back,2018-07-22,16:54:32.593457,2462,-27
1,back,2018-07-22,16:54:32.593519,2462,-27
1,back,2018-07-22,16:54:32.593569,2462,-27
1,back,2018-07-22,16:54:32.593673,2462,-27
1,back,2018-07-22,16:54:32.593739,2462,-27
1,back,2018-07-22,16:54:32.593791,2462,-27
1,back,2018-07-22,16:54:32.593837,2462,-27
1,back,2018-07-22,16:54:32.593883,2462,-27
1,back,2018-07-22,16:54:32.593905,2462,-27
1,back,2018-07-22,16:54:32.593928,2462,-27
1,back,2018-07-22,16:54:32.593948,2462,-27
1,back,2018-07-22,16:54:32.593967,2462,-27
1,back,2018-07-22,16:54:32.593989,2462,-27
1,back,2018-07-22,16:54:32.594009,2462,-27
1,back,2018-07-22,16:54:32.594031,2462,-27
1,back,2018-07-22,16:54:32.594054,2462,-27
1,back,2018-07-22,16:54:32.594073,2462,-27
1,back,2018-07-22,16:54:32.594094,2462,-27
1,back,2018-07-22,16:54:32.594116,2462,-27
1,back,2018-07-22,16:54:32.594136,2462,-27
1,back,2018-07-22,16:54:32.594157,2462,-27
1,back,2018-07-22,16:54:32.594178,2462,-27
1,back,2018-07-22,16:54:32.661484,2462,-31
1,back,2018-07-22,16:54:32.661703,2462,-29
1,back,2018-07-22,16:54:32.698604,2462,-29
1,back,2018-07-22,16:54:32.699311,2462,-29
1,back,2018-07-22,16:54:32.701727,2462,-29
1,back,2018-07-22,16:54:32.703389,2462,-27
1,back,2018-07-22,16:54:34.142046,2462,-29
1,back,2018-07-22,16:54:34.258973,2462,-29
1,back,2018-07-22,16:54:34.281898,2462,-29
1,back,2018-07-22,16:54:35.499758,2462,-29
1,back,2018-07-22,16:54:35.504918,2462,-33
1,back,2018-07-22,16:54:35.532071,2462,-29
1,back,2018-07-22,16:54:35.537264,2462,-29
1,back,2018-07-22,16:54:35.539787,2462,-29
1,back,2018-07-22,16:54:35.596089,2462,-27
1,back,2018-07-22,16:54:35.596184,2462,-27
1,back,2018-07-22,16:54:35.596269,2462,-27
1,back,2018-07-22,16:54:35.596316,2462,-27
1,back,2018-07-22,16:54:35.596360,2462,-27
1,back,2018-07-22,16:54:35.596391,2462,-27
1,back,2018-07-22,16:54:35.596438,2462,-27
1,back,2018-07-22,16:54:35.596460,2462,-27
1,back,2018-07-22,16:54:35.596479,2462,-27
1,back,2018-07-22,16:54:35.596506,2462,-27
1,back,2018-07-22,16:54:35.606378,2462,-29
1,back,2018-07-22,16:54:35.616696,2462,-29
1,back,2018-07-22,16:54:35.630287,2462,-29
1,back,2018-07-22,16:54:35.630310,2462,-29
1,back,2018-07-22,16:54:35.631576,2462,-29
1,back,2018-07-22,16:54:35.631630,2462,-29
1,back,2018-07-22,16:54:35.631676,2462,-29
1,back,2018-07-22,16:54:35.719766,2462,-29
1,back,2018-07-22,16:54:35.719812,2462,-29
1,back,2018-07-22,16:54:35.719861,2462,-29
1,back,2018-07-22,16:54:35.719922,2462,-29
1,back,2018-07-22,16:54:35.719971,2462,-29
1,back,2018-07-22,16:54:35.720015,2462,-29
1,back,2018-07-22,16:54:35.720081,2462,-29
1,back,2018-07-22,16:54:35.720141,2462,-29
1,back,2018-07-22,16:54:35.720189,2462,-29
1,back,2018-07-22,16:54:35.720248,2462,-29
1,back,2018-07-22,16:54:35.720300,2462,-29
1,back,2018-07-22,16:54:35.720342,2462,-29
1,back,2018-07-22,16:54:35.720364,2462,-29
1,back,2018-07-22,16:54:35.720384,2462,-29
1,back,2018-07-22,16:54:35.720406,2462,-29
1,back,2018-07-22,16:54:35.720429,2462,-29
1,back,2018-07-22,16:54:35.720449,2462,-29
1,back,2018-07-22,16:54:35.725091,2462,-29
1,back,2018-07-22,16:54:35.732292,2462,-29
1,back,2018-07-22,16:54:35.732315,2462,-29
1,back,2018-07-22,16:54:35.732491,2462,-29
1,back,2018-07-22,16:54:35.732517,2462,-29
1,back,2018-07-22,16:54:35.744464,2462,-31
1,back,2018-07-22,16:54:35.744526,2462,-31
1,back,2018-07-22,16:54:35.744571,2462,-31
1,back,2018-07-22,16:54:35.744592,2462,-31
1,back,2018-07-22,16:54:35.794447,2462,-27
1,back,2018-07-22,16:54:35.794498,2462,-27
1,back,2018-07-22,16:54:35.794564,2462,-27
1,back,2018-07-22,16:54:35.794640,2462,-27
1,back,2018-07-22,16:54:35.794699,2462,-27
1,back,2018-07-22,16:54:35.794722,2462,-27
1,back,2018-07-22,16:54:35.794740,2462,-27
1,back,2018-07-22,16:54:35.794760,2462,-27
1,back,2018-07-22,16:54:35.814357,2462,-29
1,back,2018-07-22,16:54:35.814408,2462,-29
1,back,2018-07-22,16:54:35.814435,2462,-29
1,back,2018-07-22,16:54:35.821107,2462,-29
1,back,2018-07-22,16:54:35.821141,2462,-29
1,back,2018-07-22,16:54:35.825586,2462,-29
1,back,2018-07-22,16:54:35.829971,2462,-29
1,back,2018-07-22,16:54:35.834614,2462,-29
1,back,2018-07-22,16:54:35.843650,2462,-29
1,back,2018-07-22,16:54:35.843698,2462,-29
1,back,2018-07-22,16:54:35.848706,2462,-29
1,back,2018-07-22,16:54:35.855645,2462,-27
1,back,2018-07-22,16:54:35.855695,2462,-27
1,back,2018-07-22,16:54:35.918692,2462,-29
1,back,2018-07-22,16:54:35.918745,2462,-29
